Relator,Name,Number of Generators,Torsion,Abelianisation,Small Cancellation,Center,Free-by-cyclic,Geometric,Manifold,Knot,Link Exterior,Further Information,References
aaaabaabbaaBBB,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaabbabaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbabbaB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbabbbb,,2,False,Z^1+Z/7Z,False,,True,False,,,,,
aaaabaabbabbAb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaabaabbabbAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbabAbb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaabaabbabABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbaBaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbaBabb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbaBaBB,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaabbaBAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbaBABB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabbaBBab,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabbaBBaB,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaabbaBBAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabbaBBAB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabbaBBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbaaaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaabbbaabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbaaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbabaB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbbabbb,,2,False,Z^1+Z/7Z,False,,True,False,,,,,
aaaabaabbbabAb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaabaabbbabAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbaBab,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbbaBaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbaBAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabbbaBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbbaab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbbaaB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbbbabb,,2,False,Z^1+Z/7Z,False,,True,False,,,,,
aaaabaabbbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbbAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbbAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbbAAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabbbbABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbAbab,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabbbAbaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbAbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbAbAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabbbAAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbAAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbAAAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaabbbAABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabbbABab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbABaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbbABAb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabbbABAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabbbABBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAbabb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaabaabbAbaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbAbbab,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabbAbbaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbAbbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAbbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbAbbAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabbAbAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbAbAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAbAAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaabbAbABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabbAAbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbAAbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAAbAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaabbAAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAAAAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbAAABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAABaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAABBB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbABaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbABabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbABaBB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabbABAbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabbABABB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbABBab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabbABBaB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabbABBAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabbABBAB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabbABBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAbaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAbabbb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaabaabAbaBBB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabAbbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAbbabb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaabaabAbbaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabAbbbab,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaabAbbbaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabAbbbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabAbbbAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabAbbAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabAbbAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAbbAAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaabAbbABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabAbAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabAbAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAbAABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAbABBB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaabAAbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAAbbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAAbbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabAAbbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAAbbAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaabAAbAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAAbABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAAAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAAAABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabAAABBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAABaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAABBaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAABBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabABabbb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaabABaBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABAbbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabABABBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABBaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabABBabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABBaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABBAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABBABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABBBab,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaabaabABBBaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaabABBBAb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaabABBBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaaaabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaaaaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaaabaB,,2,False,Z^1+Z/10Z,False,,False,,,,,,
aaaabaaBaaabbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBaaabAB,,2,False,Z^1+Z/8Z,False,,False,,,,,,
aaaabaaBaaaBBB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaabaaBaabaaB,,2,False,Z^1+Z/10Z,False,,False,,,,,,
aaaabaaBaabaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaabbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaabbbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBaabbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaabbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaabAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaabAAB,,2,False,Z^1+Z/6Z,False,,False,,,,,,
aaaabaaBaabABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaaBabb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaaBABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaaBBab,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaaBBAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaaBBAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaaBBBB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBabaaaB,,2,False,Z^1+Z/10Z,False,,False,,,,,,
aaaabaaBabaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBababbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBabaBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBabbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBabbabb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBabbaBB,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaaBabbbab,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBabbbaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBabbbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBabbbAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBabbAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBabbAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBabbAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBabbABB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBabAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBabAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBabAAAB,,2,False,Z^1+Z/4Z,False,,False,,,,,,
aaaabaaBabAABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBabABBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaBaabb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaBabbb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaaBaBaBBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBaBAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaBAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaBAABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaBABBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaBBaab,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaBBabb,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaaBaBBaBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBaBBAbb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBaBBAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaBBAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaBBABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaBBBab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaBBBaB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBaBBBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBaBBBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBAbaaaB,,2,False,Z^1+Z/8Z,False,,False,,,,,,
aaaabaaBAbaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAbabbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBAbaBBB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaaBAbbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAbbabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBAbbaBB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBAbbbab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBAbbbaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBAbbbAb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBAbbbAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBAbbAbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBAbbAAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBAbbAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAbbABB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBAbAbbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBAbAAbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBAbAAAB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aaaabaaBAbAABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAbABBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBAAbaaB,,2,False,Z^1+Z/6Z,False,,False,,,,,,
aaaabaaBAAbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAAbbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAAbbbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBAAbbAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBAAbbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAAbAbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBAAbAAB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aaaabaaBAAbABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAAAbaB,,2,False,Z^1+Z/4Z,False,,False,,,,,,
aaaabaaBAAAbbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBAAAbAB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aaaabaaBAAABBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBAABaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAABBaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAABBBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBABaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBABabbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBABaBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBABAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBABABBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBABBaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBABBabb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBABBaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBABBAbb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBABBABB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBABBBab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBABBBaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBABBBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBABBBAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBBaaabb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaaaBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBBaabaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaabbb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaaBBaabAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaabAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaaBab,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaaBAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaaBAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaaBBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBBabaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBababb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaaBBabaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBabbab,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaaBBabbaB,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaaBBabbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBabbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBabbAB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBBabAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBabAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBabAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBabABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBaBaab,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaBabb,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaaBBaBAbb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBBaBAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaBAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBaBABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBaBBab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBaBBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBaBBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBaBBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAbabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBAbaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBAbbab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBAbbaB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBBAbbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAbbAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBAbbAB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBBAbAbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBAbAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAbAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAbABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBAAbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBAAbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAAbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAAAAb,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaaBBAAABB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBBAABaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBAABBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBBABaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBABabb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBBABaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBABAbb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBBABBab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBABBaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBABBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBABBBB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaaabaaBBBaaab,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBBaaaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaabaaBBBaabb,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaaBBBaaBB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBBBabab,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaabaaBBBabaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBabbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBBabAb,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBBBabAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaabaaBBBaBab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBaBAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBaBAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBBAbab,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaabaaBBBAbaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBBAbAb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBBBAbAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBAAbb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBBBAAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBBAAAB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaaBBBAABB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBBBABab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBABaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBABAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBABBB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaaabaaBBBBaab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBBaaB,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaaabaaBBBBabb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBBBAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBBBAAb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaabaaBBBBAAB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaabaaBBBBABB,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaaababaaaaBBB,,2,False,Z^1,False,,True,True,s116,,,,
aaaababaaabbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaababaaaBaBB,,2,False,Z^1,False,,True,False,,,,,
aaaababaaaBBaB,,2,False,Z^1,False,,True,False,,,,,
aaaababaaaBBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaababaabaBBB,,2,False,Z^1+Z/8Z,False,,False,False,,,,,
aaaababaabbaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaababaabbbaB,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaababaabbbAb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaababaabbbAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaaababaabbAbb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaababaabbABB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaababaabAbbb,,2,False,Z^1+Z/6Z,False,,True,False,,,,,
aaaababaabABBB,,2,False,Z^1+Z/6Z,False,,False,False,,,,,
aaaababaaBaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaababaaBabbb,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaaababaaBaBBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaaababaaBAbbb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
