Relator,Name,Number of Generators,Torsion,Abelianisation,Small Cancellation,Center,Free-by-cyclic,Geometric,Manifold,Knot,Link Exterior,Further Information,References
aaabbbABab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbbABaB,,2,False,Z^1,False,,True,False,,,,,
aaabbbABAb,,2,False,Z^1,False,,True,False,,,,,
aaabbbABAB,,2,False,Z^1,False,,False,False,,,,,
aaabbAbaab,,2,False,Z^1+Z/4Z,False,,True,False,,,,,
aaabbAbabb,,2,False,Z^1,False,,True,False,,,,,
aaabbAbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbAbbab,,2,False,Z^1,False,,True,False,,,,,
aaabbAbbaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabbAbbAb,,2,False,Z^1,False,,True,False,,,,,
aaabbAbbAB,,2,False,Z^1,False,,True,False,,,,,
aaabbAbAbb,,2,False,Z^1,False,,True,True,m026,,,,
aaabbAbABB,,2,False,Z^1,False,,True,False,,,,,
aaabbAAbab,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabbAAAbb,,2,False,Z^1+Z/4Z,False,,False,False,,,,,
aaabbAAABB,,2,False,Z^2,False,,False,True,,,,,
aaabbAABAB,,2,False,Z^2,False,,False,False,,,,,
aaabbABabb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaabbABaBB,,2,False,Z^1,False,,True,False,,,,,
aaabbABAbb,,2,False,Z^1,False,,True,True,m034,,,,
aaabbABAAB,,2,False,Z^2,False,,False,False,,,,,
aaabbABABB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBab,,2,False,Z^1,False,,False,False,,,,,
aaabbABBaB,,2,False,Z^1,False,,True,False,,,,,
aaabbABBAb,,2,False,Z^1,False,,False,False,,,,,
aaabbABBAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbabb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbbaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabAbbbAB,,2,False,Z^1,False,,True,False,,,,,
aaabAbbAbb,,2,False,Z^1,False,,True,False,,,,,
aaabAbbABB,,2,False,Z^1,False,,True,False,,,,,
aaabAABaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabAABABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabAABBAb,,2,False,Z^2,False,,True,False,,,,,
aaabABaaBB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aaabABabaB,,2,False,Z^1+Z/4Z,False,,False,,,,,,
aaabABabAB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aaabABAbaB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aaabABAbAB,,2,False,Z^2,False,,True,,,,,,
aaabABAABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aaabABBabb,,2,False,Z^1,False,,True,False,,,,,
aaabABBaBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaabABBAbb,,2,False,Z^1,False,,False,False,,,,,
aaabABBABB,,2,False,Z^1,False,,True,False,,,,,
aaabABBBAb,,2,False,Z^1,False,,True,True,m038,,,,
aabaabaaBB,,2,False,Z^1+Z/6Z,False,,False,True,,,,,
aabaabbaaB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aabaabbaBB,,2,False,Z^1,False,,True,False,,,,,
aabaabbAbb,,2,False,Z^1,False,,True,True,m016,K3_1,,,
aabaabbAAB,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aabaabbABB,,2,False,Z^1,False,,True,False,,,,,
aabaabAABB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aabaaBaabb,,2,False,Z^1+Z/2Z,False,,True,False,,,,,
aabaaBabaB,,2,False,Z^1+Z/6Z,False,,False,,,,,,
aabaaBabAB,,2,False,Z^1+Z/4Z,False,,False,,,,,,
aabaaBAbaB,,2,False,Z^1+Z/4Z,False,,False,,,,,,
aabaaBAbAB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aabaaBBabb,,2,False,Z^1,False,,True,False,,,,,
aabaaBBAbb,,2,False,Z^1,False,,True,False,,,,,
aabaaBBABB,,2,False,Z^1+Z/3Z,False,,True,True,m036,,,,
aababaBaBB,,2,False,Z^1,False,,True,False,,,,,
aababaBBaB,,2,False,Z^1,False,,True,False,,,,,
aababbaaBB,,2,False,Z^1,False,,True,False,,,,,
aababbaBaB,,2,False,Z^1,False,,True,False,,,,,
aababbAbaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aababbAbAB,,2,False,Z^1,False,,True,False,,,,,
aababbAAbb,,2,False,Z^1,False,,True,False,,,,,
aababbAABB,,2,False,Z^1,False,,False,False,,,,,
aababbABaB,,2,False,Z^1,False,,True,False,,,,,
aababAbaBB,,2,False,Z^1,False,,True,False,,,,,
aababAbbaB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aababAbbAb,,2,False,Z^1,False,,True,False,,,,,
aababAbbAB,,2,False,Z^1,False,,True,False,,,,,
aababAbAbb,,2,False,Z^1,False,,True,False,,,,,
aababAbABB,,2,False,Z^1,False,,False,False,,,,,
aababABaBB,,2,False,Z^1,False,,True,False,,,,,
aabaBaabaB,,2,aabaB,Z^1+Z/6Z,True,,False,,,,,,
aabaBaabAB,,2,False,Z^1+Z/4Z,False,,False,,,,,,
aabaBabaBB,,2,False,Z^1,False,,True,False,,,,,
aabaBabbaB,,2,False,Z^1,False,,True,False,,,,,
aabaBabbAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aabaBabbAB,,2,False,Z^1,False,,True,False,,,,,
aabaBabAbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aabaBabAAB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aabaBabABB,,2,False,Z^1,False,,True,False,,,,,
aabaBaBabb,,2,False,Z^1,False,,True,False,,,,,
aabaBaBAbb,,2,False,Z^1,False,,True,False,,,,,
aabaBaBABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aabaBaBBab,,2,False,Z^1,False,,True,False,,,,,
aabaBaBBAb,,2,False,Z^1,False,,True,False,,,,,
aabaBaBBAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aabaBAbaBB,,2,False,Z^1,False,,False,False,,,,,
aabaBAbbaB,,2,False,Z^1,False,,True,False,,,,,
aabaBAbbAb,,2,False,Z^1,False,,True,False,,,,,
aabaBAbbAB,,2,False,Z^1,False,,True,False,,,,,
aabaBAbAbb,,2,False,Z^1,False,,True,False,,,,,
aabaBAbAAB,,2,False,Z^2,False,,True,,,,,,
aabaBAbABB,,2,False,Z^1,False,,True,False,,,,,
aabaBAAbaB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aabaBAAbAB,,2,False,Z^2,False,,True,,,,,,
aabaBABaBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aabaBBaabb,,2,False,Z^1,False,,True,False,,,,,
aabaBBaaBB,,2,False,Z^1,False,,True,False,,,,,
aabaBBabaB,,2,False,Z^1,False,,True,False,,,,,
aabaBBabAb,,2,False,Z^1,False,,True,False,,,,,
aabaBBabAB,,2,False,Z^1,False,,False,False,,,,,
aabaBBAbaB,,2,False,Z^1,False,,True,False,,,,,
aabaBBAbAb,,2,False,Z^1,False,,True,False,,,,,
aabaBBAbAB,,2,False,Z^1,False,,True,False,,,,,
aabaBBAAbb,,2,False,Z^1,False,,True,False,,,,,
aabaBBAABB,,2,False,Z^1,False,,True,False,,,,,
aabbaabbaB,,2,False,Z^1,False,,True,False,,,,,
aabbaabbAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aabbaabAAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aabbaabABB,,2,False,Z^1,False,,True,False,,,,,
aabbaaBAAB,,2,False,Z^1+Z/2Z,False,,False,False,,,,,
aabbaaBABB,,2,False,Z^1,False,,True,False,,,,,
aabbaaBBab,,2,False,Z^1,False,,True,False,,,,,
aabbaaBBAb,,2,False,Z^1,False,,True,False,,,,,
aabbaBabaB,,2,False,Z^1,False,,True,False,,,,,
aabbaBabAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aabbaBabAB,,2,False,Z^1,False,,True,False,,,,,
aabbaBaBab,,2,False,Z^1,False,,True,False,,,,,
aabbaBaBAb,,2,False,Z^1,False,,True,False,,,,,
aabbaBaBAB,,2,False,Z^1,False,,True,False,,,,,
aabbaBAbaB,,2,False,Z^1,False,,False,False,,,,,
aabbaBAbAb,,2,False,Z^1,False,,True,False,,,,,
aabbaBAbAB,,2,False,Z^1,False,,False,False,,,,,
aabbaBAABB,,2,False,Z^1,False,,True,False,,,,,
aabbaBABaB,,2,False,Z^1,False,,True,False,,,,,
aabbaBBAAb,,2,False,Z^1,False,,False,False,,,,,
aabbaBBAAB,,2,False,Z^1,False,,True,False,,,,,
aabbAABaBB,,2,False,Z^1,False,,True,False,,,,,
aabbABabaB,,2,False,Z^1,False,,True,False,,,,,
aabbABabAb,,2,False,Z^1,False,,True,False,,,,,
aabbABabAB,,2,False,Z^1,False,,False,False,,,,,
aabbABaBab,,2,False,Z^1,False,,True,False,,,,,
aabbABaBAb,,2,False,Z^1,False,,False,False,,,,,
aabbABaBAB,,2,False,Z^1,False,,True,False,,,,,
aabbABAbaB,,2,False,Z^1,False,,True,False,,,,,
aabbABAbAb,,2,False,Z^1,False,,True,False,,,,,
aabbABAbAB,,2,False,Z^1,False,,True,False,,,,,
aabbABABaB,,2,False,Z^1,False,,False,False,,,,,
aabbABBAAb,,2,False,Z^1,False,,True,False,,,,,
aabAbabbaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aabAbabbAB,,2,False,Z^1,False,,True,False,,,,,
aabAbaBBab,,2,False,Z^1,False,,True,False,,,,,
aabAbaBBAb,,2,False,Z^1,False,,False,False,,,,,
aabAbbaBAb,,2,False,Z^1,False,,False,False,,,,,
aabAbbaBAB,,2,False,Z^1,False,,True,False,,,,,
aabAbbABab,,2,False,Z^1,False,,True,False,,,,,
aabAbbABAB,,2,False,Z^1,False,,True,False,,,,,
aabAbABBAb,,2,False,Z^1,False,,False,False,,,,,
aabAABabaB,,2,False,Z^1+Z/2Z,False,,False,,,,,,
aabAABabAB,,2,False,Z^2,False,,False,,,,,,
aabABaabAB,,2,aabAB,Z^1+Z/2Z,True,,False,,,,,,
aabABabbAB,,2,False,Z^1,False,,False,False,,,,,
aabABaBBAb,,2,False,Z^1,False,,True,False,,,,,
aabABAbbAB,,2,False,Z^1,False,,False,False,,,,,
aabABAAbaB,,2,False,Z^2,False,,True,,,,,,
aaaaaaaaaaa,"C_11",1,a,Z^0+Z/11Z,True,a,False,True,,,,,
aaaaaaaaabb,"T(9,2)",2,False,Z^1,False,bb,True,True,,,9_1,,
aaaaaaaabaB,"BS(8,-1)",2,False,Z^1+Z/9Z,False,,False,,,,,,
aaaaaaaabbb,"T(8,3)",2,False,Z^1,False,bbb,True,True,,,,,
aaaaaaaabAB,"BS(8,1)",2,False,Z^1+Z/7Z,False,,False,,,,,,
aaaaaaabaaB,"BS(7,-2)",2,False,Z^1+Z/9Z,False,,False,,,,,,
aaaaaaabaBB,,2,False,Z^1,False,,True,False,,,,,
aaaaaaabbaB,,2,False,Z^1,False,,True,False,,,,,
aaaaaaabbbb,"T(7,4)",2,False,Z^1,False,bbbb,True,True,,,,,
aaaaaaabbAb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaaaaabbAB,,2,False,Z^1,False,,True,False,,,,,
aaaaaaabAbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaaaaabAAB,"BS(7,2)",2,False,Z^1+Z/5Z,False,,False,,,,,,
aaaaaaabABB,,2,False,Z^1,False,,True,False,,,,,
aaaaaabaaaB,"BS(6,-3)",2,False,Z^1+Z/9Z,False,,False,,,,,,
aaaaaabaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaaaababbb,,2,False,Z^1,False,,True,False,,,,,
aaaaaabaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbabb,,2,False,Z^1,False,,True,True,,,,,
aaaaaabbaBB,,2,False,Z^1+Z/7Z,False,,False,False,,,,,
aaaaaabbbab,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbbaB,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbbbb,"T(6,5)",2,False,Z^1,False,bbbbb,True,True,,,,,
aaaaaabbbAb,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbbAB,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbAbb,,2,False,Z^1,False,,True,True,,,,,
aaaaaabbAAb,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbAAB,,2,False,Z^1,False,,True,False,,,,,
aaaaaabbABB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaaaaabAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaaaabAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaaaabAAAB,"BS(6,3)",2,False,Z^1+Z/3Z,False,,False,,,,,,
aaaaaabAABB,,2,False,Z^1,False,,True,False,,,,,
aaaaaabABBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabaaaaB,"BS(5,-4)",2,False,Z^1+Z/9Z,False,,False,,,,,,
aaaaabaaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabaabbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabaaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaaababaBB,,2,False,Z^1+Z/7Z,False,,False,False,,,,,
aaaaababbaB,,2,False,Z^1,False,,True,False,,,,,
aaaaababbbb,,2,False,Z^1,False,,True,False,,,,,
aaaaababbAb,,2,False,Z^1,False,,True,False,,,,,
aaaaababbAB,,2,False,Z^1,False,,True,False,,,,,
aaaaababAbb,,2,False,Z^1,False,,True,False,,,,,
aaaaababABB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaaaabaBabb,,2,False,Z^1,False,,True,False,,,,,
aaaaabaBaBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabaBABB,,2,False,Z^1,False,,True,False,,,,,
aaaaabaBBab,,2,False,Z^1+Z/7Z,False,,True,True,m022,,,,
aaaaabaBBAb,,2,False,Z^1+Z/5Z,False,,True,False,,,,,
aaaaabaBBBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaaabbaaaB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbaabb,,2,False,Z^1,False,,True,True,,,,,
aaaaabbaaBB,,2,False,Z^1+Z/7Z,False,,False,False,,,,,
aaaaabbabaB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbabbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbabAb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbabAB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbaBab,,2,False,Z^1,False,,True,False,,,,,
aaaaabbaBAb,,2,False,Z^1,False,,False,False,,,,,
aaaaabbaBAB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaaaabbaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbaab,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbabb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbbab,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbbaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaaabbbbAb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbbAB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbAbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbAAb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbAAB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbbABB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbAbab,,2,False,Z^1,False,,True,False,,,,,
aaaaabbAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbAAbb,,2,False,Z^1,False,,True,True,,,,,
aaaaabbAAAb,,2,False,Z^1,False,,True,False,,,,,
aaaaabbAAAB,,2,False,Z^1,False,,True,False,,,,,
aaaaabbAABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaaabbABAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaaabbABBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabAbabb,,2,False,Z^1,False,,True,False,,,,,
aaaaabAbbab,,2,False,Z^1,False,,True,False,,,,,
aaaaabAbbbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabAAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabAAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaaabAAAAB,"BS(5,4)",2,False,Z^1,False,,False,,,,,,
aaaaabAAABB,,2,False,Z^1,False,,True,False,,,,,
aaaaabAABBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabABaBB,,2,False,Z^1,False,,True,False,,,,,
aaaaabABABB,,2,False,Z^1,False,,True,False,,,,,
aaaaabABBAb,,2,False,Z^1+Z/3Z,False,,True,True,m023,,,,
aaaaabABBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaaaBB,,2,False,Z^1,False,,True,True,,,,,
aaaabaaabbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabaBB,,2,False,Z^1+Z/7Z,False,,False,False,,,,,
aaaabaabbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabaabAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaabABB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaaabaaBabb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaaBBab,,2,False,Z^1+Z/7Z,False,,False,False,,,,,
aaaabaaBBAb,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaaabaaBBBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaababaaBB,,2,False,Z^1+Z/7Z,False,,False,False,,,,,
aaaababaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaababbaaB,,2,False,Z^1,False,,True,False,,,,,
aaaababbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaababbbaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaababbbAb,,2,False,Z^1,False,,True,False,,,,,
aaaababbbAB,,2,False,Z^1,False,,True,False,,,,,
aaaababbAbb,,2,False,Z^1,False,,True,False,,,,,
aaaababbAAb,,2,False,Z^1,False,,True,False,,,,,
aaaababbAAB,,2,False,Z^1,False,,True,False,,,,,
aaaababbABB,,2,False,Z^1,False,,True,False,,,,,
aaaababAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaababAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaababAABB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaababABBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaBaabb,,2,False,Z^1,False,,True,False,,,,,
aaaabaBaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaBabaB,,2,False,Z^1+Z/7Z,False,,False,,,,,,
aaaabaBabbb,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaBabAB,,2,False,Z^1+Z/5Z,False,,False,,,,,,
aaaabaBaBBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaBAbaB,,2,False,Z^1+Z/5Z,False,,False,,,,,,
aaaabaBAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaBAbAB,,2,False,Z^1+Z/3Z,False,,False,,,,,,
aaaabaBAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabaBAABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaBABBB,,2,False,Z^1,False,,True,False,,,,,
aaaabaBBabb,,2,False,Z^1,False,,True,False,,,,,
aaaabaBBaBB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaBBAbb,,2,False,Z^1,False,,False,False,,,,,
aaaabaBBAAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaabaBBABB,,2,False,Z^1,False,,True,False,,,,,
aaaabaBBBab,,2,False,Z^1,False,,True,True,m081,,,,
aaaabaBBBaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabaBBBAb,,2,False,Z^1,False,,True,False,,,,,
aaaabaBBBAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaaabb,,2,False,Z^1,False,bb,True,True,,,,,
aaaabbaaaBB,,2,False,Z^1+Z/7Z,False,,False,False,,,,,
aaaabbaabaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaabbb,,2,False,Z^1,False,,True,False,,,,,
aaaabbaabAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbaabAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaaBab,,2,False,Z^1,False,,True,False,,,,,
aaaabbaaBAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbaaBAB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaaabbaaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbabaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbabaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbabbaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabbabbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabbabbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbabbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbabAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabbabAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbabAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbabABB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBaab,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBabb,,2,False,Z^1+Z/3Z,False,,False,True,,,,,
aaaabbaBaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBAAB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaabbaBABB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBBab,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBBaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBBAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBBAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbaBBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbaaab,,2,False,Z^1,False,,True,False,,,,,
aaaabbbaaaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbaabb,,2,False,Z^1,False,,True,False,,,,,
aaaabbbaaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbabaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabbbabbb,,2,False,Z^1,False,,True,True,,,,,
aaaabbbabAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbbabAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbaBab,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabbbaBaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbaBAb,,2,False,Z^1,False,,False,False,,,,,
aaaabbbaBAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbaBBB,,2,False,Z^1+Z/5Z,False,,False,False,,,,,
aaaabbbbaaB,,2,False,Z^1+Z/3Z,False,,True,False,,,,,
aaaabbbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbbAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbbABB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAbab,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAbbb,,2,False,Z^1+Z/3Z,False,,True,True,,,,,
aaaabbbAbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAAAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAAAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbAABB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbABab,,2,False,Z^1,False,,True,False,,,,,
aaaabbbABaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbABAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbbABAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbbABBB,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaabbAbaab,,2,False,Z^1,False,,True,False,,,,,
aaaabbAbabb,,2,False,Z^1,False,,True,False,,,,,
aaaabbAbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbAbbab,,2,False,Z^1,False,,True,False,,,,,
aaaabbAbbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbAbbAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbAbbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabbAbAbb,,2,False,Z^1,False,,True,True,m047,,,,
aaaabbAbABB,,2,False,Z^1,False,,True,False,,,,,
aaaabbAAbab,,2,False,Z^1,False,,True,False,,,,,
aaaabbAAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabbAAAbb,,2,False,Z^1,False,,True,True,,,,,
aaaabbAAAAb,,2,False,Z^1+Z/3Z,False,,False,False,,,,,
aaaabbAAAAB,,2,False,Z^1,False,,False,False,,,,,
aaaabbAAABB,,2,False,Z^1,False,,False,False,,,,,
aaaabbAABAB,,2,False,Z^1,False,,False,False,,,,,
aaaabbAABBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbABabb,,2,False,Z^1,False,,True,False,,,,,
aaaabbABaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabbABAbb,,2,False,Z^1,False,,True,True,m078,,,,
aaaabbABAAB,,2,False,Z^1,False,,False,False,,,,,
aaaabbABABB,,2,False,Z^1,False,,True,False,,,,,
aaaabbABBab,,2,False,Z^1,False,,False,False,,,,,
aaaabbABBaB,,2,False,Z^1,False,,True,False,,,,,
aaaabbABBAb,,2,False,Z^1,False,,True,False,,,,,
aaaabbABBAB,,2,False,Z^1,False,,True,False,,,,,
aaaabAbaabb,,2,False,Z^1,False,,True,False,,,,,
aaaabAbabbb,,2,False,Z^1,False,,True,False,,,,,
aaaabAbaBBB,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbaab,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbabb,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbaBB,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbbab,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbbaB,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbbAb,,2,False,Z^1,False,,True,True,m027,,,,
aaaabAbbbAB,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbAbb,,2,False,Z^1,False,,True,False,,,,,
aaaabAbbABB,,2,False,Z^1,False,,True,False,,,,,
aaaabAbAbbb,,2,False,Z^1,False,,True,False,,,,,
aaaabAbABBB,,2,False,Z^1,False,,True,False,,,,,
